Pattern	G solar	G solar new
M04,D28,H08	25,30	25,30
M04,D28,H09	33,60	33,60
M04,D28,H10	39,40	39,40
M04,D28,H11	42,30	42,30
M04,D28,H12	42,90	42,90
M04,D28,H13	41,50	41,50
M04,D28,H14	37,40	37,40
M04,D28,H15	30,50	30,50
M04,D28,H16	21,50	21,50
M04,D28,H17	11,80	11,80
M04,D28,H18	3,29	3,29
M04,D28,H19	0,01	0,01
M04,D28,H20	0,01	0,01
M04,D28,H21	0,01	0,01
M04,D28,H22	0,01	0,01
M04,D28,H23	0,01	0,01
M04,D28,H24	0,01	0,01
M04,D29,H01	0,01	0,01
M04,D29,H02	0,01	0,01
M04,D29,H03	0,01	0,01
M04,D29,H04	0,01	0,01
M04,D29,H05	0,98	0,98
M04,D29,H06	9,53	9,53
M04,D29,H07	25,40	25,40
M04,D29,H08	41,20	41,20
M04,D29,H09	54,20	54,20
M04,D29,H10	62,70	62,70
M04,D29,H11	66,60	66,60
M04,D29,H12	67,40	67,40
M04,D29,H13	65,50	65,50
M04,D29,H14	59,90	59,90
M04,D29,H15	49,50	49,50
M04,D29,H16	35,00	35,00
M04,D29,H17	18,90	18,90
M04,D29,H18	3,81	3,81
M04,D29,H19	0,01	0,01
M04,D29,H20	0,01	0,01
M04,D29,H21	0,01	0,01
M04,D29,H22	0,01	0,01
M04,D29,H23	0,01	0,01
M04,D29,H24	0,01	0,01
M04,D30,H01	0,01	0,01
M04,D30,H02	0,01	0,01
M04,D30,H03	0,01	0,01
M04,D30,H04	0,01	0,01
M04,D30,H05	1,14	1,14
M04,D30,H06	6,25	6,25
M04,D30,H07	14,50	14,50
M04,D30,H08	23,30	23,30
M04,D30,H09	30,90	30,90
M04,D30,H10	36,20	36,20
M04,D30,H11	38,90	38,90
M04,D30,H12	39,40	39,40
M04,D30,H13	38,10	38,10
M04,D30,H14	34,40	34,40
M04,D30,H15	28,10	28,10
M04,D30,H16	19,80	19,80
M04,D30,H17	11,10	11,10
M04,D30,H18	3,38	3,38
M04,D30,H19	0,01	0,01
M04,D30,H20	0,01	0,01
M04,D30,H21	0,01	0,01
M04,D30,H22	0,01	0,01
M04,D30,H23	0,01	0,01
M04,D30,H24	0,01	0,01
M05,D01,H01	0,01	0,01
M05,D01,H02	0,01	0,01
M05,D01,H03	0,01	0,01
M05,D01,H04	0,01	0,01
M05,D01,H05	1,19	1,19
M05,D01,H06	9,23	9,23
M05,D01,H07	23,50	23,50
M05,D01,H08	37,90	37,90
M05,D01,H09	49,80	49,80
M05,D01,H10	57,50	57,50
M05,D01,H11	61,10	61,10
M05,D01,H12	61,80	61,80
M05,D01,H13	60,10	60,10
M05,D01,H14	54,90	54,90
M05,D01,H15	45,50	45,50
M05,D01,H16	32,30	32,30
M05,D01,H17	17,70	17,70
M05,D01,H18	4,08	4,08
M05,D01,H19	0,03	0,03
M05,D01,H20	0,01	0,01
M05,D01,H21	0,01	0,01
M05,D01,H22	0,01	0,01
M05,D01,H23	0,01	0,01
M05,D01,H24	0,01	0,01
M05,D02,H01	0,01	0,01
M05,D02,H02	0,01	0,01
M05,D02,H03	0,01	0,01
M05,D02,H04	0,01	0,01
M05,D02,H05	1,30	1,30
M05,D02,H06	7,12	7,12
M05,D02,H07	16,70	16,70
M05,D02,H08	26,70	26,70
M05,D02,H09	35,10	35,10
M05,D02,H10	40,90	40,90
M05,D02,H11	43,70	43,70
M05,D02,H12	44,30	44,30
M05,D02,H13	42,90	42,90
M05,D02,H14	39,00	39,00
M05,D02,H15	32,00	32,00
M05,D02,H16	22,80	22,80
M05,D02,H17	12,70	12,70
M05,D02,H18	3,74	3,74
M05,D02,H19	0,11	0,11
M05,D02,H20	0,01	0,01
M05,D02,H21	0,01	0,01
M05,D02,H22	0,01	0,01
M05,D02,H23	0,01	0,01
M05,D02,H24	0,01	0,01
M05,D03,H01	0,01	0,01
M05,D03,H02	0,01	0,01
M05,D03,H03	0,01	0,01
M05,D03,H04	0,01	0,01
M05,D03,H05	1,37	1,37
M05,D03,H06	6,43	6,43
M05,D03,H07	14,50	14,50
M05,D03,H08	22,90	22,90
M05,D03,H09	30,20	30,20
M05,D03,H10	35,20	35,20
M05,D03,H11	37,80	37,80
M05,D03,H12	38,30	38,30
M05,D03,H13	37,00	37,00
M05,D03,H14	33,50	33,50
M05,D03,H15	27,50	27,50
M05,D03,H16	19,60	19,60
M05,D03,H17	11,10	11,10
M05,D03,H18	3,64	3,64
M05,D03,H19	0,19	0,19
M05,D03,H20	0,01	0,01
M05,D03,H21	0,01	0,01
M05,D03,H22	0,01	0,01
M05,D03,H23	0,01	0,01
M05,D03,H24	0,01	0,01
M05,D04,H01	0,01	0,01
M05,D04,H02	0,01	0,01
M05,D04,H03	0,01	0,01
M05,D04,H04	0,01	0,01
M05,D04,H05	1,46	1,46
M05,D04,H06	7,37	7,37
M05,D04,H07	17,00	17,00
M05,D04,H08	26,90	26,90
M05,D04,H09	35,40	35,40
M05,D04,H10	41,00	41,00
M05,D04,H11	43,80	43,80
M05,D04,H12	44,30	44,30
M05,D04,H13	43,00	43,00
M05,D04,H14	39,10	39,10
M05,D04,H15	32,30	32,30
M05,D04,H16	23,10	23,10
M05,D04,H17	13,00	13,00
M05,D04,H18	3,97	3,97
M05,D04,H19	0,27	0,27
M05,D04,H20	0,01	0,01
M05,D04,H21	0,01	0,01
M05,D04,H22	0,01	0,01
M05,D04,H23	0,01	0,01
M05,D04,H24	0,01	0,01
M05,D05,H01	0,01	0,01
M05,D05,H02	0,01	0,01
M05,D05,H03	0,01	0,01
M05,D05,H04	0,01	0,01
M05,D05,H05	1,51	1,51
M05,D05,H06	6,60	6,60
M05,D05,H07	14,60	14,60
M05,D05,H08	22,90	22,90
M05,D05,H09	30,10	30,10
M05,D05,H10	35,00	35,00
M05,D05,H11	37,50	37,50
M05,D05,H12	38,00	38,00
M05,D05,H13	36,80	36,80
M05,D05,H14	33,40	33,40
M05,D05,H15	27,50	27,50
M05,D05,H16	19,70	19,70
M05,D05,H17	11,30	11,30
M05,D05,H18	3,81	3,81
M05,D05,H19	0,34	0,34
M05,D05,H20	0,01	0,01
M05,D05,H21	0,01	0,01
M05,D05,H22	0,01	0,01
M05,D05,H23	0,01	0,01
M05,D05,H24	0,01	0,01
M05,D06,H01	0,01	0,01
M05,D06,H02	0,01	0,01
M05,D06,H03	0,01	0,01
M05,D06,H04	0,01	0,01
M05,D06,H05	1,59	1,59
M05,D06,H06	6,75	6,75
M05,D06,H07	14,80	14,80
M05,D06,H08	23,20	23,20
M05,D06,H09	30,40	30,40
M05,D06,H10	35,30	35,30
M05,D06,H11	37,80	37,80
M05,D06,H12	38,30	38,30
M05,D06,H13	37,10	37,10
M05,D06,H14	33,70	33,70
M05,D06,H15	27,80	27,80
M05,D06,H16	19,90	19,90
M05,D06,H17	11,50	11,50
M05,D06,H18	3,94	3,94
M05,D06,H19	0,41	0,41
M05,D06,H20	0,01	0,01
M05,D06,H21	0,01	0,01
M05,D06,H22	0,01	0,01
M05,D06,H23	0,01	0,01
M05,D06,H24	0,01	0,01
M05,D07,H01	0,01	0,01
M05,D07,H02	0,01	0,01
M05,D07,H03	0,01	0,01
M05,D07,H04	0,01	0,01
M05,D07,H05	1,24	1,24
M05,D07,H06	3,52	3,52
M05,D07,H07	6,53	6,53
M05,D07,H08	10,00	10,00
M05,D07,H09	13,30	13,30
M05,D07,H10	15,70	15,70
M05,D07,H11	17,10	17,10
M05,D07,H12	17,40	17,40
M05,D07,H13	16,70	16,70
M05,D07,H14	14,90	14,90
M05,D07,H15	12,00	12,00
M05,D07,H16	8,60	8,60
M05,D07,H17	5,24	5,24
M05,D07,H18	2,57	2,57
M05,D07,H19	0,36	0,36
M05,D07,H20	0,01	0,01
M05,D07,H21	0,01	0,01
M05,D07,H22	0,01	0,01
M05,D07,H23	0,01	0,01
M05,D07,H24	0,01	0,01
M05,D08,H01	0,01	0,01
M05,D08,H02	0,01	0,01
M05,D08,H03	0,01	0,01
M05,D08,H04	0,01	0,01
M05,D08,H05	1,75	1,75
M05,D08,H06	7,43	7,43
M05,D08,H07	16,30	16,30
M05,D08,H08	25,50	25,50
M05,D08,H09	33,20	33,20
M05,D08,H10	38,40	38,40
M05,D08,H11	40,90	40,90
M05,D08,H12	41,40	41,40
M05,D08,H13	40,20	40,20
M05,D08,H14	36,70	36,70
M05,D08,H15	30,40	30,40
M05,D08,H16	21,90	21,90
M05,D08,H17	12,60	12,60
M05,D08,H18	4,28	4,28
M05,D08,H19	0,56	0,56
M05,D08,H20	0,01	0,01
M05,D08,H21	0,01	0,01
M05,D08,H22	0,01	0,01
M05,D08,H23	0,01	0,01
M05,D08,H24	0,01	0,01
M05,D09,H01	0,01	0,01
M05,D09,H02	0,01	0,01
M05,D09,H03	0,01	0,01
M05,D09,H04	0,01	0,01
M05,D09,H05	1,82	1,82
M05,D09,H06	7,81	7,81
M05,D09,H07	17,20	17,20
M05,D09,H08	26,80	26,80
M05,D09,H09	34,90	34,90
M05,D09,H10	40,20	40,20
M05,D09,H11	42,80	42,80
M05,D09,H12	43,30	43,30
M05,D09,H13	42,00	42,00
M05,D09,H14	38,40	38,40
M05,D09,H15	31,90	31,90
M05,D09,H16	23,10	23,10
M05,D09,H17	13,30	13,30
M05,D09,H18	4,46	4,46
M05,D09,H19	0,63	0,63
M05,D09,H20	0,01	0,01
M05,D09,H21	0,01	0,01
M05,D09,H22	0,01	0,01
M05,D09,H23	0,01	0,01
M05,D09,H24	0,01	0,01
M05,D10,H01	0,01	0,01
M05,D10,H02	0,01	0,01
M05,D10,H03	0,01	0,01
M05,D10,H04	0,01	0,01
M05,D10,H05	1,87	1,87
M05,D10,H06	7,30	7,30
M05,D10,H07	15,60	15,60
M05,D10,H08	24,20	24,20
M05,D10,H09	31,50	31,50
M05,D10,H10	36,30	36,30
M05,D10,H11	38,70	38,70
M05,D10,H12	39,10	39,10
M05,D10,H13	38,00	38,00
M05,D10,H14	34,70	34,70
M05,D10,H15	28,80	28,80
M05,D10,H16	20,80	20,80
M05,D10,H17	12,20	12,20
M05,D10,H18	4,35	4,35
M05,D10,H19	0,70	0,70
M05,D10,H20	0,01	0,01
M05,D10,H21	0,01	0,01
M05,D10,H22	0,01	0,01
M05,D10,H23	0,01	0,01
M05,D10,H24	0,01	0,01
M05,D11,H01	0,01	0,01
M05,D11,H02	0,01	0,01
M05,D11,H03	0,01	0,01
M05,D11,H04	0,01	0,01
M05,D11,H05	1,89	1,89
M05,D11,H06	7,08	7,08
M05,D11,H07	15,00	15,00
M05,D11,H08	23,10	23,10
M05,D11,H09	30,00	30,00
M05,D11,H10	34,60	34,60
M05,D11,H11	36,90	36,90
M05,D11,H12	37,30	37,30
M05,D11,H13	36,20	36,20
M05,D11,H14	33,10	33,10
M05,D11,H15	27,50	27,50
M05,D11,H16	19,90	19,90
M05,D11,H17	11,70	11,70
M05,D11,H18	4,29	4,29
M05,D11,H19	0,75	0,75
M05,D11,H20	0,01	0,01
M05,D11,H21	0,01	0,01
M05,D11,H22	0,01	0,01
M05,D11,H23	0,01	0,01
M05,D11,H24	0,01	0,01
M05,D12,H01	0,01	0,01
M05,D12,H02	0,01	0,01
M05,D12,H03	0,01	0,01
M05,D12,H04	0,01	0,01
M05,D12,H05	1,49	1,49
M05,D12,H06	3,79	3,79
M05,D12,H07	6,82	6,82
M05,D12,H08	10,30	10,30
M05,D12,H09	13,50	13,50
M05,D12,H10	15,90	15,90
M05,D12,H11	17,20	17,20
M05,D12,H12	17,50	17,50
M05,D12,H13	16,80	16,80
M05,D12,H14	15,00	15,00
M05,D12,H15	12,30	12,30
M05,D12,H16	8,88	8,88
M05,D12,H17	5,53	5,53
M05,D12,H18	2,82	2,82
M05,D12,H19	0,62	0,62
M05,D12,H20	0,01	0,01
M05,D12,H21	0,01	0,01
M05,D12,H22	0,01	0,01
M05,D12,H23	0,01	0,01
M05,D12,H24	0,01	0,01
M05,D13,H01	0,01	0,01
M05,D13,H02	0,01	0,01
M05,D13,H03	0,01	0,01
M05,D13,H04	0,01	0,01
M05,D13,H05	1,49	1,49
M05,D13,H06	3,59	3,59
M05,D13,H07	6,30	6,30
M05,D13,H08	9,43	9,43
M05,D13,H09	12,40	12,40
M05,D13,H10	14,60	14,60
M05,D13,H11	15,80	15,80
M05,D13,H12	16,10	16,10
M05,D13,H13	15,40	15,40
M05,D13,H14	13,80	13,80
M05,D13,H15	11,30	11,30
M05,D13,H16	8,16	8,16
M05,D13,H17	5,14	5,14
M05,D13,H18	2,74	2,74
M05,D13,H19	0,65	0,65
M05,D13,H20	0,01	0,01
M05,D13,H21	0,01	0,01
M05,D13,H22	0,01	0,01
M05,D13,H23	0,01	0,01
M05,D13,H24	0,01	0,01
M05,D14,H01	0,01	0,01
M05,D14,H02	0,01	0,01
M05,D14,H03	0,01	0,01
M05,D14,H04	0,01	0,01
M05,D14,H05	1,42	1,42
M05,D14,H06	3,23	3,23
M05,D14,H07	5,52	5,52
M05,D14,H08	8,20	8,20
M05,D14,H09	10,80	10,80
M05,D14,H10	12,70	12,70
M05,D14,H11	13,80	13,80
M05,D14,H12	14,10	14,10
M05,D14,H13	13,50	13,50
M05,D14,H14	12,00	12,00
M05,D14,H15	9,78	9,78
M05,D14,H16	7,11	7,11
M05,D14,H17	4,53	4,53
M05,D14,H18	2,52	2,52
M05,D14,H19	0,64	0,64
M05,D14,H20	0,01	0,01
M05,D14,H21	0,01	0,01
M05,D14,H22	0,01	0,01
M05,D14,H23	0,01	0,01
M05,D14,H24	0,01	0,01
M05,D15,H01	0,01	0,01
M05,D15,H02	0,01	0,01
M05,D15,H03	0,01	0,01
M05,D15,H04	0,01	0,01
M05,D15,H05	2,18	2,18
M05,D15,H06	9,13	9,13
M05,D15,H07	19,90	19,90
M05,D15,H08	30,50	30,50
M05,D15,H09	39,20	39,20
M05,D15,H10	44,70	44,70
M05,D15,H11	47,20	47,20
M05,D15,H12	47,70	47,70
M05,D15,H13	46,50	46,50
M05,D15,H14	42,90	42,90
M05,D15,H15	36,10	36,10
M05,D15,H16	26,40	26,40
M05,D15,H17	15,50	15,50
M05,D15,H18	5,23	5,23
M05,D15,H19	1,02	1,02
M05,D15,H20	0,01	0,01
M05,D15,H21	0,01	0,01
M05,D15,H22	0,01	0,01
M05,D15,H23	0,01	0,01
M05,D15,H24	0,01	0,01
M05,D16,H01	0,01	0,01
M05,D16,H02	0,01	0,01
M05,D16,H03	0,01	0,01
M05,D16,H04	0,01	0,01
M05,D16,H05	2,26	2,26
M05,D16,H06	9,50	9,50
M05,D16,H07	20,60	20,60
M05,D16,H08	31,60	31,60
M05,D16,H09	40,60	40,60
M05,D16,H10	46,20	46,20
M05,D16,H11	48,70	48,70
M05,D16,H12	49,20	49,20
M05,D16,H13	48,00	48,00
M05,D16,H14	44,40	44,40
M05,D16,H15	37,30	37,30
M05,D16,H16	27,40	27,40
M05,D16,H17	16,10	16,10
M05,D16,H18	5,43	5,43
M05,D16,H19	1,09	1,09
M05,D16,H20	0,01	0,01
M05,D16,H21	0,01	0,01
M05,D16,H22	0,01	0,01
M05,D16,H23	0,01	0,01
M05,D16,H24	0,01	0,01
M05,D17,H01	0,01	0,01
M05,D17,H02	0,01	0,01
M05,D17,H03	0,01	0,01
M05,D17,H04	0,01	0,01
M05,D17,H05	2,20	2,20
M05,D17,H06	6,92	6,92
M05,D17,H07	13,80	13,80
M05,D17,H08	20,90	20,90
M05,D17,H09	26,80	26,80
M05,D17,H10	30,90	30,90
M05,D17,H11	32,80	32,80
M05,D17,H12	33,20	33,20
M05,D17,H13	32,30	32,30
M05,D17,H14	29,50	29,50
M05,D17,H15	24,60	24,60
M05,D17,H16	18,10	18,10
M05,D17,H17	10,90	10,90
M05,D17,H18	4,49	4,49
M05,D17,H19	1,09	1,09
M05,D17,H20	0,01	0,01
M05,D17,H21	0,01	0,01
M05,D17,H22	0,01	0,01
M05,D17,H23	0,01	0,01
M05,D17,H24	0,01	0,01
M05,D18,H01	0,01	0,01
M05,D18,H02	0,01	0,01
M05,D18,H03	0,01	0,01
M05,D18,H04	0,01	0,01
M05,D18,H05	2,33	2,33
M05,D18,H06	10,70	10,70
M05,D18,H07	23,60	23,60
M05,D18,H08	36,20	36,20
M05,D18,H09	46,20	46,20
M05,D18,H10	52,30	52,30
M05,D18,H11	54,90	54,90
M05,D18,H12	55,40	55,40
M05,D18,H13	54,20	54,20
M05,D18,H14	50,40	50,40
M05,D18,H15	42,60	42,60
M05,D18,H16	31,30	31,30
M05,D18,H17	18,40	18,40
M05,D18,H18	5,93	5,93
M05,D18,H19	1,19	1,19
M05,D18,H20	0,01	0,01
M05,D18,H21	0,01	0,01
M05,D18,H22	0,01	0,01
M05,D18,H23	0,01	0,01
M05,D18,H24	0,01	0,01
M05,D19,H01	0,01	0,01
M05,D19,H02	0,01	0,01
M05,D19,H03	0,01	0,01
M05,D19,H04	0,01	0,01
M05,D19,H05	2,29	2,29
M05,D19,H06	11,80	11,80
M05,D19,H07	26,60	26,60
M05,D19,H08	40,80	40,80
M05,D19,H09	51,90	51,90
M05,D19,H10	58,60	58,60
M05,D19,H11	61,30	61,30
M05,D19,H12	61,70	61,70
M05,D19,H13	60,60	60,60
M05,D19,H14	56,40	56,40
M05,D19,H15	47,90	47,90
M05,D19,H16	35,30	35,30
M05,D19,H17	20,60	20,60
M05,D19,H18	6,29	6,29
M05,D19,H19	1,19	1,19
M05,D19,H20	0,01	0,01
M05,D19,H21	0,01	0,01
M05,D19,H22	0,01	0,01
M05,D19,H23	0,01	0,01
M05,D19,H24	0,01	0,01
M05,D20,H01	0,01	0,01
M05,D20,H02	0,01	0,01
M05,D20,H03	0,01	0,01
M05,D20,H04	0,01	0,01
M05,D20,H05	2,35	2,35
M05,D20,H06	7,13	7,13
M05,D20,H07	14,00	14,00
M05,D20,H08	21,00	21,00
M05,D20,H09	27,00	27,00
M05,D20,H10	30,90	30,90
M05,D20,H11	32,80	32,80
M05,D20,H12	33,10	33,10
M05,D20,H13	32,30	32,30
M05,D20,H14	29,60	29,60
M05,D20,H15	24,80	24,80
M05,D20,H16	18,30	18,30
M05,D20,H17	11,20	11,20
M05,D20,H18	4,69	4,69
M05,D20,H19	1,25	1,25
M05,D20,H20	0,01	0,01
M05,D20,H21	0,01	0,01
M05,D20,H22	0,01	0,01
M05,D20,H23	0,01	0,01
M05,D20,H24	0,01	0,01
M05,D21,H01	0,01	0,01
M05,D21,H02	0,01	0,01
M05,D21,H03	0,01	0,01
M05,D21,H04	0,01	0,01
M05,D21,H05	1,40	1,40
M05,D21,H06	2,72	2,72
M05,D21,H07	4,30	4,30
M05,D21,H08	6,22	6,22
M05,D21,H09	8,10	8,10
M05,D21,H10	9,57	9,57
M05,D21,H11	10,40	10,40
M05,D21,H12	10,60	10,60
M05,D21,H13	10,20	10,20
M05,D21,H14	9,05	9,05
M05,D21,H15	7,38	7,38
M05,D21,H16	5,44	5,44
M05,D21,H17	3,61	3,61
M05,D21,H18	2,24	2,24
M05,D21,H19	0,76	0,76
M05,D21,H20	0,01	0,01
M05,D21,H21	0,01	0,01
M05,D21,H22	0,01	0,01
M05,D21,H23	0,01	0,01
M05,D21,H24	0,01	0,01
M05,D22,H01	0,01	0,01
M05,D22,H02	0,01	0,01
M05,D22,H03	0,01	0,01
M05,D22,H04	0,01	0,01
M05,D22,H05	2,50	2,50
M05,D22,H06	7,96	7,96
M05,D22,H07	15,90	15,90
M05,D22,H08	23,80	23,80
M05,D22,H09	30,40	30,40
M05,D22,H10	34,60	34,60
M05,D22,H11	36,60	36,60
M05,D22,H12	37,00	37,00
M05,D22,H13	36,10	36,10
M05,D22,H14	33,20	33,20
M05,D22,H15	28,00	28,00
M05,D22,H16	20,70	20,70
M05,D22,H17	12,60	12,60
M05,D22,H18	5,11	5,11
M05,D22,H19	1,38	1,38
M05,D22,H20	0,01	0,01
M05,D22,H21	0,01	0,01
M05,D22,H22	0,01	0,01
M05,D22,H23	0,01	0,01
M05,D22,H24	0,01	0,01
M05,D23,H01	0,01	0,01
M05,D23,H02	0,01	0,01
M05,D23,H03	0,01	0,01
M05,D23,H04	0,01	0,01
M05,D23,H05	2,54	2,54
M05,D23,H06	7,87	7,87
M05,D23,H07	15,50	15,50
M05,D23,H08	23,20	23,20
M05,D23,H09	29,60	29,60
M05,D23,H10	33,80	33,80
M05,D23,H11	35,70	35,70
M05,D23,H12	36,10	36,10
M05,D23,H13	35,20	35,20
M05,D23,H14	32,40	32,40
M05,D23,H15	27,30	27,30
M05,D23,H16	20,20	20,20
M05,D23,H17	12,40	12,40
M05,D23,H18	5,11	5,11
M05,D23,H19	1,42	1,42
M05,D23,H20	0,01	0,01
M05,D23,H21	0,01	0,01
M05,D23,H22	0,01	0,01
M05,D23,H23	0,01	0,01
M05,D23,H24	0,01	0,01
M05,D24,H01	0,01	0,01
M05,D24,H02	0,01	0,01
M05,D24,H03	0,01	0,01
M05,D24,H04	0,01	0,01
M05,D24,H05	1,77	1,77
M05,D24,H06	3,58	3,58
M05,D24,H07	5,88	5,88
M05,D24,H08	8,52	8,52
M05,D24,H09	11,00	11,00
M05,D24,H10	12,90	12,90
M05,D24,H11	13,90	13,90
M05,D24,H12	14,10	14,10
M05,D24,H13	13,60	13,60
M05,D24,H14	12,20	12,20
M05,D24,H15	10,10	10,10
M05,D24,H16	7,45	7,45
M05,D24,H17	4,90	4,90
M05,D24,H18	2,85	2,85
M05,D24,H19	1,01	1,01
M05,D24,H20	0,01	0,01
M05,D24,H21	0,01	0,01
M05,D24,H22	0,01	0,01
M05,D24,H23	0,01	0,01
M05,D24,H24	0,01	0,01
M05,D25,H01	0,01	0,01
M05,D25,H02	0,01	0,01
M05,D25,H03	0,01	0,01
M05,D25,H04	0,01	0,01
M05,D25,H05	2,46	2,46
M05,D25,H06	6,49	6,49
M05,D25,H07	12,10	12,10
M05,D25,H08	17,90	17,90
M05,D25,H09	22,80	22,80
M05,D25,H10	26,20	26,20
M05,D25,H11	27,80	27,80
M05,D25,H12	28,10	28,10
M05,D25,H13	27,30	27,30
M05,D25,H14	25,00	25,00
M05,D25,H15	21,00	21,00
M05,D25,H16	15,60	15,60
M05,D25,H17	9,77	9,77
M05,D25,H18	4,52	4,52
M05,D25,H19	1,42	1,42
M05,D25,H20	0,01	0,01
M05,D25,H21	0,01	0,01
M05,D25,H22	0,01	0,01
M05,D25,H23	0,01	0,01
M05,D25,H24	0,01	0,01
M05,D26,H01	0,01	0,01
M05,D26,H02	0,01	0,01
M05,D26,H03	0,01	0,01
M05,D26,H04	0,01	0,01
M05,D26,H05	2,75	2,75
M05,D26,H06	8,58	8,58
M05,D26,H07	16,90	16,90
M05,D26,H08	25,20	25,20
M05,D26,H09	32,00	32,00
M05,D26,H10	36,40	36,40
M05,D26,H11	38,30	38,30
M05,D26,H12	38,70	38,70
M05,D26,H13	37,80	37,80
M05,D26,H14	35,00	35,00
M05,D26,H15	29,60	29,60
M05,D26,H16	22,00	22,00
M05,D26,H17	13,50	13,50
M05,D26,H18	5,55	5,55
M05,D26,H19	1,60	1,60
M05,D26,H20	0,01	0,01
M05,D26,H21	0,01	0,01
M05,D26,H22	0,01	0,01
M05,D26,H23	0,01	0,01
M05,D26,H24	0,01	0,01
M05,D27,H01	0,01	0,01
M05,D27,H02	0,01	0,01
M05,D27,H03	0,01	0,01
M05,D27,H04	0,02	0,02
M05,D27,H05	2,43	2,43
M05,D27,H06	5,86	5,86
M05,D27,H07	10,50	10,50
M05,D27,H08	15,40	15,40
M05,D27,H09	19,70	19,70
M05,D27,H10	22,60	22,60
M05,D27,H11	24,10	24,10
M05,D27,H12	24,40	24,40
M05,D27,H13	23,70	23,70
M05,D27,H14	21,60	21,60
M05,D27,H15	18,10	18,10
M05,D27,H16	13,50	13,50
M05,D27,H17	8,58	8,58
M05,D27,H18	4,24	4,24
M05,D27,H19	1,43	1,43
M05,D27,H20	0,01	0,01
M05,D27,H21	0,01	0,01
M05,D27,H22	0,01	0,01
M05,D27,H23	0,01	0,01
M05,D27,H24	0,01	0,01
M05,D28,H01	0,01	0,01
M05,D28,H02	0,01	0,01
M05,D28,H03	0,01	0,01
M05,D28,H04	0,05	0,05
M05,D28,H05	2,27	2,27
M05,D28,H06	5,06	5,06
M05,D28,H07	8,76	8,76
M05,D28,H08	12,80	12,80
M05,D28,H09	16,30	16,30
M05,D28,H10	18,80	18,80
M05,D28,H11	20,10	20,10
M05,D28,H12	20,40	20,40
M05,D28,H13	19,70	19,70
M05,D28,H14	18,00	18,00
M05,D28,H15	15,00	15,00
M05,D28,H16	11,20	11,20
M05,D28,H17	7,21	7,21
M05,D28,H18	3,80	3,80
M05,D28,H19	1,35	1,35
M05,D28,H20	0,01	0,01
M05,D28,H21	0,01	0,01
M05,D28,H22	0,01	0,01
M05,D28,H23	0,01	0,01
M05,D28,H24	0,01	0,01
M05,D29,H01	0,01	0,01
M05,D29,H02	0,01	0,01
M05,D29,H03	0,01	0,01
M05,D29,H04	0,10	0,10
M05,D29,H05	2,79	2,79
M05,D29,H06	8,24	8,24
M05,D29,H07	15,90	15,90
M05,D29,H08	23,50	23,50
M05,D29,H09	29,80	29,80
M05,D29,H10	33,90	33,90
M05,D29,H11	35,70	35,70
M05,D29,H12	36,00	36,00
M05,D29,H13	35,20	35,20
M05,D29,H14	32,50	32,50
M05,D29,H15	27,50	27,50
M05,D29,H16	20,60	20,60
M05,D29,H17	12,80	12,80
M05,D29,H18	5,46	5,46
M05,D29,H19	1,68	1,68
M05,D29,H20	0,01	0,01
M05,D29,H21	0,01	0,01
M05,D29,H22	0,01	0,01
M05,D29,H23	0,01	0,01
M05,D29,H24	0,01	0,01
M05,D30,H01	0,01	0,01
M05,D30,H02	0,01	0,01
M05,D30,H03	0,01	0,01
M05,D30,H04	0,11	0,11
M05,D30,H05	2,12	2,12
M05,D30,H06	4,35	4,35
M05,D30,H07	7,23	7,23
M05,D30,H08	10,40	10,40
M05,D30,H09	13,30	13,30
M05,D30,H10	15,40	15,40
M05,D30,H11	16,60	16,60
M05,D30,H12	16,80	16,80
M05,D30,H13	16,20	16,20
M05,D30,H14	14,70	14,70
M05,D30,H15	12,20	12,20
M05,D30,H16	9,14	9,14
M05,D30,H17	6,01	6,01
M05,D30,H18	3,39	3,39
M05,D30,H19	1,29	1,29
M05,D30,H20	0,01	0,01
M05,D30,H21	0,01	0,01
M05,D30,H22	0,01	0,01
M05,D30,H23	0,01	0,01
M05,D30,H24	0,01	0,01
M05,D31,H01	0,01	0,01
M05,D31,H02	0,01	0,01
M05,D31,H03	0,01	0,01
M05,D31,H04	0,15	0,15
M05,D31,H05	2,42	2,42
M05,D31,H06	5,41	5,41
M05,D31,H07	9,37	9,37
M05,D31,H08	13,60	13,60
M05,D31,H09	17,30	17,30
M05,D31,H10	19,90	19,90
M05,D31,H11	21,20	21,20
M05,D31,H12	21,50	21,50
M05,D31,H13	20,90	20,90
M05,D31,H14	19,00	19,00
M05,D31,H15	15,90	15,90
M05,D31,H16	11,90	11,90
M05,D31,H17	7,71	7,71
M05,D31,H18	4,04	4,04
M05,D31,H19	1,49	1,49
M05,D31,H20	0,01	0,01
M05,D31,H21	0,01	0,01
M05,D31,H22	0,01	0,01
M05,D31,H23	0,01	0,01
M05,D31,H24	0,01	0,01
M06,D01,H01	0,01	0,01
M06,D01,H02	0,01	0,01
M06,D01,H03	0,01	0,01
M06,D01,H04	0,22	0,22
M06,D01,H05	2,96	2,96
M06,D01,H06	11,70	11,70
M06,D01,H07	24,20	24,20
M06,D01,H08	36,20	36,20
M06,D01,H09	45,50	45,50
M06,D01,H10	51,00	51,00
M06,D01,H11	53,10	53,10
M06,D01,H12	53,40	53,40
M06,D01,H13	52,60	52,60
